Text	Label	Saliency	Words	Correct
...british .indo .schools ....education ......music manifesto campaign ...intention .......musicians ...teamed ...music ....artists ................schools .......of .music ......................unfortunately ..pe ..........gov representatives ......useful ...................	3	InputXGrad	20	0
..against british copyright indo .schools ....education ......music manifesto campaign ...intention .....of .musicians ...teamed ...music ....artists .........end ......schools .......of .music ............i ........it unfortunately ..pe .........to gov representatives ..hope ...useful ..feel ....similar ...........	3	InputXGrad	30	0
..against british copyright indo .schools ..department .education .skills ....music manifesto campaign ...intention .....of .musicians unfortunately ..teamed .with .music ....artists .....has apparently ..end .so ....schools .....the .of .music ............i wrote .open .....it unfortunately ..pe .........to gov representatives ..hope ...useful ..feel ....similar ...........	3	InputXGrad	40	0
....copyright ...................os ...............................................download .......................unfortunately ...........writing .............................	3	Integrated_Gradient	5	0
....copyright ..schools ................os ............................apparently ..................download music .............wrote ....the ...unfortunately ...........writing .............................	3	Integrated_Gradient	10	0
.letter ..copyright ..schools ................os ............................apparently .their .......schools will .......download music .........a .so .wrote ..letter to the .about .unfortunately ...........writing .........useful ...................	3	Integrated_Gradient	20	0
.letter ..copyright ..schools ................os .........unfortunately ..................apparently .their ..so ....schools will now ..about ..of download music .........a .so .wrote an .letter to the .about it unfortunately it ..........writing ...but .hope ...useful ...................	3	Integrated_Gradient	30	0
.letter against .copyright ..schools ............manifesto ...os .........unfortunately .............make ....apparently .their .well so ....schools will now ..about the .of download music .....this .to .a .so i wrote an .letter to the .about it unfortunately it ......have ...writing ...but .hope .find .useful ...................	3	Integrated_Gradient	40	0
...british .....................................music .............................of ......................................gov representatives ..........................	3	DeepLIFT	5	0
...british .....................................music .....................schools .......of .music ......................unfortunately ..pe ..........gov representatives ......useful ...................	3	DeepLIFT	10	0
...british .indo .schools ....education ......music manifesto campaign ...intention .......musicians .......music ....artists ................schools .......of .music ......................unfortunately ..pe ..........gov representatives ......useful .......similar ...........	3	DeepLIFT	20	0
..against british copyright indo .schools ....education .skills ....music manifesto campaign ...intention .......musicians unfortunately ..teamed ...music ....artists .........end ......schools .....the .of .music ............i ..open .....it unfortunately ..pe ..........gov representatives ......useful .......similar ...........	3	DeepLIFT	30	0
..against british copyright indo .schools .british department .education .skills ....music manifesto campaign ...intention .....of .musicians unfortunately ..teamed .with .music ....artists .....has ...end .so ....schools .....the .of .music ............i wrote .open .....it unfortunately ..pe .........to gov representatives ..hope ...useful ..feel ....similar ...........	3	DeepLIFT	40	0
.....indo .........................................to ...........that ..........illegal .download .................................................................	3	LIME	5	0
.....indo ............a .........................and ..to ...........that .in ........illegal .download ......this ...................................................same ......	3	LIME	10	0
.....indo ...british .......launched a .........................and various .to ...........that .in ....be ...illegal .download ......this ......i ......d .it .....i ..have .......................or ..same ......	3	LIME	20	0
.....indo ...british .......launched a .manifesto ........next ............industry .and various .to .........well .that children in ....be ...illegal .download .....of this ......i wrote an ....d .it .....i ..have .......................or .the same ...in ..	3	LIME	30	0
.....indo ...british .......launched a .manifesto ...os ....next ............industry .and various .to make ........well .that children in ....be indo .the illegal of download .....of this ......i wrote an ....d .it .....i suppose .have ...writing ...but .hope .....perhaps .......or .the same ...in ..	3	LIME	40	0
...british ......department ............................................their end .............................................................useful ...................	3	Random	5	0
open ..british .indo .schools ..department .......a ....................................their end .............................................................useful .............thing .....	3	Random	10	0
open ..british .indo .schools ..department ......launched a .........the ...british ..........emi ......popular emi ...their end .........be .........and ......................................you ..useful .............thing .happened ...	3	Random	20	0
open .against british .indo in schools ..department ...skills d .launched a .manifesto .......the ...british ..........emi .various ....popular emi ...their end .........be ....of ....and ..this ......................suppose ............you ..useful ........if ....thing .happened ...	3	Random	30	0
open .against british .indo in schools ..department ...skills d .launched a .manifesto .with .....the .generation .british ..........emi .various ....popular emi ...their end .........be indo .the .of ....and .of this .............d ....s ...suppose ...be ........you ..useful ........if ....thing .happened in your .	3	Random	40	0
lo ##osing the war on terrorism \ \ " sven ja ##sch ##an , self - confessed author of the nets ##ky and sas ##ser viruses , is \ responsible for 70 percent of virus infections in 2004 , according to a six - month \ virus round ##up published wednesday by anti ##virus company so ##ph ##os . " \ \ " the 18 - year - old ja ##sch ##an was taken into custody in germany in may by police who \ said he had admitted programming both the nets ##ky and sas ##ser worms , something \ experts at microsoft confirmed . ( a microsoft anti ##virus reward program led to the \ teenager ' s arrest . ) during the five months preceding ja ##sch ##an ' s capture , there \ were at least 25 variants of nets ##ky and one of the port - scanning network worm \ sas ##ser . " \ \ " graham cl ##ule ##y , senior technology consultant at so ##ph ##os , said it was st ##agger ##i . . . \ \	3	N/A	All	N/A
...............viruses ......virus infections .......virus .........................................................................worm ............	3	All_Attention	5	1
....terrorism ..........viruses ......virus infections .2004 .....virus .................germany ...............worms .............teenager .........................worm ............	3	All_Attention	10	0
..war .terrorism sven .........viruses ......virus infections .2004 .....virus ...............custody .germany .........programming .....worms ...microsoft .........teenager ..during ...preceding ..capture .....variants ..and ......worm ............	3	All_Attention	20	0
..war .terrorism sven .......and .viruses .responsible ....virus infections .2004 .....virus .......the ..old ....custody .germany ........admitted programming .....worms ...microsoft .........teenager ..during ...preceding ..capture .were ..25 variants .nets and ....scanning network worm ............	3	All_Attention	30	0
..war .terrorism sven .......and .viruses is responsible ....virus infections .2004 .....virus .published .....the ..old ....custody .germany ........admitted programming .the .and .worms ...microsoft ..microsoft .....the teenager .arrest during ...preceding ..capture .were ..25 variants .nets and ....scanning network worm ......at .said it ..	3	All_Attention	40	0
...........................................................................................were .least 25 ...and ................it ..	3	Last_Attention	5	0
....terrorism .....................................................................................there were .least 25 variants ..and ..the .............it was .	3	Last_Attention	10	0
.the war .terrorism .................virus ........virus .................germany ..................at .............during .......there were .least 25 variants of .and .of the ..........at ..it was .	3	Last_Attention	20	0
.the war .terrorism sven ....of ..and .viruses ......virus ........virus .................germany .........programming .the .and ....at ..........teenager ..during ...preceding ...there were .least 25 variants of .and .of the ...worm ......at ..it was .	3	Last_Attention	30	0
.the war .terrorism sven ....of the .and .viruses ......virus ..2004 .....virus .................germany .........programming .the .and ....at ..a .anti ....the teenager ..during ...preceding ..capture there were at least 25 variants of .and one of the port ..worm .graham ....at ..it was .	3	Last_Attention	40	0
..war .terrorism ..................infections in ................................................................................worm ............	3	Vanilla_Gradient	5	0
..war .terrorism sven .........viruses ......virus infections in .........wednesday ..............................................................nets .......worm ............	3	Vanilla_Gradient	10	0
..war .terrorism sven ......nets ..viruses ......virus infections in 2004 .....virus ..wednesday .anti ............germany ............nets ..worms .............teenager ...............variants .nets .....scanning .worm ............	3	Vanilla_Gradient	20	0
lo .war .terrorism sven ......nets ..viruses .responsible ....virus infections in 2004 .....virus ..wednesday .anti ............germany ............nets ..worms ...microsoft confirmed ...reward ....teenager .........capture .....variants .nets ....port scanning network worm sas .......said ...	3	Vanilla_Gradient	30	0
lo .war on terrorism sven ja .confessed ...nets ..viruses .responsible ....virus infections in 2004 .....virus .published wednesday .anti ..........custody .germany ...police .....programming ..nets ..worms ...microsoft confirmed .microsoft .reward ....teenager ......preceding ..capture .....variants .nets ....port scanning network worm sas graham ......said ...	3	Vanilla_Gradient	40	0
lo ...................................anti ....................................anti .......................nets ......network .............	3	InputXGrad	5	1
lo .....ja .....nets .......................anti .........................nets .......confirmed ..anti .......................nets ......network ............st 	3	InputXGrad	10	1
lo .....ja .....nets .sas .........in 2004 ......round ...anti .............in ...........nets ....experts .microsoft confirmed .microsoft anti ..........five ............nets ......network .....technology ......st 	3	InputXGrad	20	0
lo .....ja .....nets .sas ...for .....in 2004 ......round ...anti ..the ..........in ........programming ..nets .sas ..experts .microsoft confirmed .microsoft anti ....the ..arrest ..five .preceding ..capture .......nets ......network .sas graham ..technology ......st 	3	InputXGrad	30	1
lo .....ja .....nets .sas ...for .....in 2004 according .....round ...anti ..the ..........in ..police .said ...programming ..nets .sas ..experts .microsoft confirmed .microsoft anti ..led to the ..arrest ..five .preceding ..capture ..at ....nets .....scanning network .sas graham cl .technology ...said .was st 	3	InputXGrad	40	0
......................virus ................................................................................scanning network worm ....technology .......	3	Integrated_Gradient	5	1
......................virus infections .............................................microsoft ....reward program ...........................scanning network worm ....technology consultant ......	3	Integrated_Gradient	10	1
...............viruses ......virus infections .2004 .....virus .published .........................programming .....worms .experts .microsoft ..microsoft .reward program ...................variants .......scanning network worm ....technology consultant ..said ...	3	Integrated_Gradient	20	1
...............viruses ......virus infections .2004 .....virus .published .........................programming ..nets ..worms something experts at microsoft confirmed .microsoft anti reward program led to ...arrest .the ...........variants .nets .....scanning network worm ....technology consultant ..said ...	3	Integrated_Gradient	30	0
...............viruses ......virus infections in 2004 .....virus .published ..............in .....who said ...programming ..nets ..worms something experts at microsoft confirmed .microsoft anti reward program led to the ..arrest .the ..preceding ...there were ...variants .nets .....scanning network worm ..cl .technology consultant ..said it ..	3	Integrated_Gradient	40	1
lo .......................in ...........anti ............................................................nets ......network .............	3	DeepLIFT	5	0
lo .....ja .....nets .sas .........in ...........anti ............................................arrest ...............nets ......network ............st 	3	DeepLIFT	10	0
lo .....ja .....nets .sas .........in 2004 ......round ...anti .............in ........programming ............microsoft ........arrest ..five ....capture .......nets ......network ..graham ..technology ...said ..st 	3	DeepLIFT	20	0
lo .....ja .....nets .sas .........in 2004 according .....round ...anti .............in ..police .said ...programming ..nets .sas ....microsoft confirmed .microsoft ....to ...arrest ..five .preceding ja .capture .......nets ......network ..graham ..technology ...said ..st 	3	DeepLIFT	30	1
lo .....ja .....nets .sas ...for ..of ..in 2004 according .....round published ..anti .............in ..police .said ...programming ..nets .sas ....microsoft confirmed .microsoft anti .program led to ..s arrest ..five .preceding ja .capture ..at ....nets ......network .sas graham cl .technology ...said ..st 	3	DeepLIFT	40	1
...............viruses .........................year .........may .........................................least .....one ..................	3	LIME	5	0
.the .............viruses .................published .......year ........in may ..........nets ..............................least ..of ..one ..................	3	LIME	10	1
.the .............viruses .................published .......year ...taken ..in .in may ......admitted ..the nets .sas ...........led .......five ........least 25 .of ..one ......sas ........it ..	3	LIME	20	1
.the .............viruses ...70 .............published wednesday by ...the .year ...taken ..in .in may ..who ...admitted ..the nets .sas .....confirmed .....led .......five ........least 25 .of ..one ....network .sas .cl ...at ..it was .	3	LIME	30	1
.the .............viruses is ..70 ......according ....virus .published wednesday by ...the .year ...taken ..in .in may by .who ...admitted ..the nets .sas .....confirmed .....led ...s ...five .preceding ja .....least 25 .of nets .one ....network .sas .cl .technology consultant at ..it was .	3	LIME	40	1
................................round ............................the .........a ...........................one .the ................	3	Random	5	0
.........author ......................round ..........ja ....in ............the .........a ..............preceding ............one .the .......senior ........	3	Random	10	0
......ja ..author .......responsible ....virus .........round ..........ja ....in germany .........programming .the ......at ..a ..........during ...preceding ja s ..........one .the port ......senior ........	3	Random	20	0
...on ..ja .confessed author .......responsible for ...virus .........round ......the ...ja ...custody in germany .........programming .the ......at ..a ..reward .....s .during ...preceding ja s ..........one .the port scanning .....senior .....it was .	3	Random	30	1
..war on ..ja .confessed author of ...sas .is responsible for ...virus .........round .wednesday by ...the ...ja .taken into custody in germany .....said ...programming .the ......at ..a ..reward .....s .during ...preceding ja s ..........one .the port scanning ....cl senior .....it was .	3	Random	40	0
f ##oa ##fk ##ey : f ##oa ##f , pg ##p , key distribution , and bloom filters \ \ f ##oa ##f / loaf and bloom filters have a lot of interesting properties for social \ network and white ##list distribution . \ \ i think we can go one level higher though and include gp ##g / open ##pg ##p key \ finger ##pr ##ing distribution in the f ##oa ##f file for simple web - of - trust based key \ distribution . \ \ what if we used f ##oa ##f and included the pg ##p key finger ##print ( s ) for identities ? \ this could mean a lot . you include the pg ##p key fingerprints within the f ##oa ##f \ file of your direct friends and then include a bloom filter of the pg ##p key \ fingerprints of your entire white ##list ( the source f ##oa ##f file would of course need \ to be en ##cr ##yp ##ted ) . \ \ your white ##list would be populated from the social network as your client \ discovered new id ##ent ##it . . . \ \	3	N/A	All	N/A
............................................file ......key .............................file .............key fingerprints ..............................	3	All_Attention	5	0
......................................key .....file ......key .........................fingerprints ...file ...friends ....bloom ....key fingerprints .......file ......................	3	All_Attention	10	1
.........loaf ..........social network ................key .....file ....trust .key ..............identities .....you ....fingerprints ...file ...friends ....bloom ...pg key fingerprints .....source .file ..................client ..id 	3	All_Attention	20	1
...key .....loaf ..........social network ................key .....file ..web .trust .key ......and .......identities .....you ..pg key fingerprints within ..file ...friends and ...bloom filter ..pg key fingerprints .your ...source .file .......your ..........client ..id 	3	All_Attention	30	1
...key ..bloom ..loaf and .........social network ................key .distribution .the .file ..web .trust .key ......and ...key ...identities ....lot you ..pg key fingerprints within ..file ...friends and ...bloom filter ..pg key fingerprints .your ...source .file would ......your .......network as your client ..id 	3	All_Attention	40	0
...................................................key .................................friends ....bloom ...........source ....course ...................	3	Last_Attention	5	0
......bloom ..........................................trust .key ..if ..............................friends ....bloom ....key ......source ....course ..................id 	3	Last_Attention	10	0
f .....bloom ..loaf .................................f file ....trust .key ..if .......key .............key ...f ....friends ....bloom ....key ......source f .would .course ...............client ..id 	3	Last_Attention	20	0
f f ....bloom ..loaf ..........social .................key ....f file ....trust .key ..if we .f ....key ...identities .........key ...f ..your direct friends ....bloom ....key ....white .source f .would .course ....your ..........client ..id 	3	Last_Attention	30	0
f f ....bloom .f loaf ..........social network ................key ....f file ....trust based key .what if we .f ....key ...identities .could ...you ...key ...f .of your direct friends ....bloom ....key fingerprints ...white .source f .would .course ....your white ........your client ..id 	3	Last_Attention	40	0
....................................gp ............trust .key distribution ........................fingerprints .................................................	3	Vanilla_Gradient	5	0
.........loaf ..........social ...............gp ..........web .trust .key distribution ........................fingerprints ..................fingerprints ..........................client ...	3	Vanilla_Gradient	10	1
.......filters .loaf ..........social network ..............gp .......file ..web .trust based key distribution .............identities ..........fingerprints ............bloom filter ..pg .fingerprints .....source ................social ...client ...	3	Vanilla_Gradient	20	0
..pg key ..bloom filters .loaf .bloom filters .......social network ..distribution ...........gp .key finger distribution ...file ..web .trust based key distribution .............identities ........pg .fingerprints ............bloom filter ..pg .fingerprints .....source ................social ...client ...	3	Vanilla_Gradient	30	1
.f pg key ..bloom filters .loaf .bloom filters .......social network ..distribution ...........gp .key finger distribution ...file .simple web .trust based key distribution ........pg ....identities .....you ..pg key fingerprints ...file ...friends ....bloom filter ..pg key fingerprints .....source .file ..............social network ..client ...	3	Vanilla_Gradient	40	1
...............................................web .............................fingerprints .............filter ....fingerprints ..........................client ...	3	InputXGrad	5	1
.....................................open ......file ..web .trust ...........................fingerprints ...file .........filter ....fingerprints .......................network ..client ...	3	InputXGrad	10	1
...................for .network ...............open .finger ....file ..web .trust .........included ...........lot ....key fingerprints ...file .........filter ....fingerprints .....source .file ...need ...........network ..client ..id 	3	InputXGrad	20	1
...................for .network ...............open .finger ....file for .web .trust .........included ..key finger .for identities .could ..lot .include ..key fingerprints ...file ......include ..filter ..pg .fingerprints .....source .file ...need ...........network ..client .new id 	3	InputXGrad	30	0
...................for .network ...........though ...open key finger ....file for .web .trust ...what ..used ..included ..key finger .for identities .could ..lot you include .pg key fingerprints ...file ......include a .filter ..pg .fingerprints .your ...source .file ...need .be ...would .....network ..client .new id 	3	InputXGrad	40	1
............................................file ..web ...........................pg .....file ......................file ......................	3	Integrated_Gradient	5	0
............................................file ..web .............pg .finger .........include .pg .fingerprints ...file .........filter ............file ......................	3	Integrated_Gradient	10	1
..pg ....................................finger distribution ...file ..web ...........included .pg .finger .........include .pg key fingerprints within ..file .........filter ..pg .fingerprints .....source .file ..................client ...	3	Integrated_Gradient	20	1
..pg .distribution ......bloom .....interesting .............level .......finger distribution ...file ..web ...........included the pg .finger ....could ....include the pg key fingerprints within ..file ......include ..filter ..pg .fingerprints .....source .file ............from .....client discovered ..	3	Integrated_Gradient	30	1
..pg .distribution ......bloom .....interesting .for ....distribution ...can ..level .......finger distribution ...file ..web .....what ..used .and included the pg .finger ...this could .a ..include the pg key fingerprints within the .file ......include .bloom filter ..pg .fingerprints .....source .file ............from .....client discovered ..	3	Integrated_Gradient	40	0
...............................................web .............................fingerprints .............filter ....fingerprints ..........................client ...	3	DeepLIFT	5	1
.....................................open .finger ....file ..web .trust ...........................fingerprints .............filter ....fingerprints .......................network ..client ...	3	DeepLIFT	10	0
...................for .................open .finger ....file ..web .trust .........included .....for .....lot ....key fingerprints ...file .........filter ....fingerprints .....source .file ...need ...........network ..client ..id 	3	DeepLIFT	20	1
...................for .network ...............open key finger ....file for .web .trust .........included ..key finger .for ..could ..lot .include ..key fingerprints ...file ......include ..filter ..pg .fingerprints .....source .file ...need ...........network ..client .new id 	3	DeepLIFT	30	0
...................for .network ...i ....one ..though ...open key finger ....file for .web .trust ......used ..included ..key finger .for ..could ..lot you include .pg key fingerprints ...file ......include a .filter ..pg key fingerprints .your ...source .file ...need .....would .....network ..client .new id 	3	DeepLIFT	40	1
..................properties ............level ......key ...................and .......................................your ............................	3	LIME	5	0
...........bloom ......properties ............level ......key ................we ..and .......................................your entire ...............be .from .........	3	LIME	10	0
...........bloom .....interesting properties ............level ......key ................we ..and .......identities this ..a ......fingerprints .the .....friends .........key ..your entire white .....of ........be .from .........	3	LIME	20	0
..pg ....filters ...bloom ...lot .interesting properties ............level ....gp .key .....file ..........we ..and .......identities this ..a ......fingerprints .the .....friends ....bloom filter ...key ..your entire white .....of ...be en ...be .from the ........	3	LIME	30	1
f .pg ....filters f ..bloom filters ..lot .interesting properties ....white .......level ...include gp .key ....f file ..........we ..and .......identities this ..a ......fingerprints within the .....friends ....bloom filter .the pg key ..your entire white .....of ...be en ...be .from the ...your ....	3	LIME	40	0
.........................................................f ..the ...........you .the ....................key ...............................	3	Random	5	0
.f ......................................distribution ................f ..the ...........you .the ......file of ............key .......f .......................	3	Random	10	0
.f .................for ....................distribution in .f ......based ..what ...f ..the ...........you .the ......file of ............key ..your ....f ....need .....would .........discovered new .	3	Random	20	0
.f pg ....filters ...........for social ..white ....can .......gp ...distribution in .f ...web ..based ..what ...f ..the ...........you .the ......file of ............key ..your entire ...f ....need ..en ..would be ........discovered new .	3	Random	30	0
.f pg ....filters ....filters ......for social network and white ....can .......gp ...distribution in .f .for .web ..based ..what ...f ..the ....for .this ....you .the ......file of ........filter ...key ..your entire ..source f ..of .need ..en ..would be ....network ...discovered new .	3	Random	40	0
e - mail sc ##am targets police chief wiltshire police warns about " phi ##shing " after its fraud squad chief was targeted .	3	N/A	All	N/A
e mail ....wiltshire .....its fraud ....	3	All_Attention	5	0
e mail ..police .wiltshire police warns ..after its fraud squad ...	3	All_Attention	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	All_Attention	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	All_Attention	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	All_Attention	40	0
...targets ..wiltshire police ....its fraud ....	3	Last_Attention	5	0
..sc targets police chief wiltshire police warns ...its fraud squad ...	3	Last_Attention	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Last_Attention	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Last_Attention	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Last_Attention	40	0
.mail ....wiltshire police ..phi ..fraud ....	3	Vanilla_Gradient	5	0
.mail .targets police chief wiltshire police warns .phi ..fraud squad ...	3	Vanilla_Gradient	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Vanilla_Gradient	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Vanilla_Gradient	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Vanilla_Gradient	40	0
.mail .targets .....about ...fraud ...targeted 	3	InputXGrad	5	0
.mail sc targets police ....about ..its fraud squad .was targeted 	3	InputXGrad	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	InputXGrad	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	InputXGrad	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	InputXGrad	40	0
e mail .targets ......phi ......targeted 	3	Integrated_Gradient	5	0
e mail sc targets .....about phi after its fraud ...targeted 	3	Integrated_Gradient	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Integrated_Gradient	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Integrated_Gradient	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Integrated_Gradient	40	0
.mail .targets .....about ...fraud ...targeted 	3	DeepLIFT	5	0
.mail sc targets ....warns about ..its fraud squad .was targeted 	3	DeepLIFT	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	DeepLIFT	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	DeepLIFT	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	DeepLIFT	40	0
e mail .targets ...........chief was .	3	LIME	5	0
e mail .targets police chief ..warns .phi after ...chief was .	3	LIME	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	LIME	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	LIME	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	LIME	40	0
e ..targets ...police warns ..after ......	3	Random	5	0
e mail .targets police ..police warns about phi after ....was .	3	Random	10	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Random	20	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Random	30	0
e mail sc targets police chief wiltshire police warns about phi after its fraud squad chief was targeted 	3	Random	40	0
card fraud unit nets 36 , 000 cards in its first two years , the uk ' s dedicated card fraud unit , has recovered 36 , 000 stolen cards and 171 arrests - and estimates it saved 65 ##m .	3	N/A	All	N/A
card .....cards ......uk ..card fraud ...............	3	All_Attention	5	0
card fraud unit nets ..cards ......uk ..card fraud unit .....cards ........	3	All_Attention	10	0
card fraud unit nets ..cards in its ..years the uk ..card fraud unit .recovered ..stolen cards and .arrests ..it saved .	3	All_Attention	20	0
card fraud unit nets 36 000 cards in its first .years the uk s dedicated card fraud unit has recovered .000 stolen cards and 171 arrests and estimates it saved .	3	All_Attention	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	All_Attention	40	0
.fraud unit .....its ........fraud ............it ..	3	Last_Attention	5	0
.fraud unit nets ..cards .its ...the ...card fraud unit ...........it ..	3	Last_Attention	10	0
card fraud unit nets ..cards .its first .years the uk s dedicated card fraud unit .....cards ..arrests .estimates it saved .	3	Last_Attention	20	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered ..stolen cards and 171 arrests and estimates it saved .	3	Last_Attention	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	Last_Attention	40	0
card ..nets ..cards .........card fraud ...............	3	Vanilla_Gradient	5	0
card fraud .nets ..cards ........dedicated card fraud .....stolen cards ..arrests .....	3	Vanilla_Gradient	10	0
card fraud unit nets 36 000 cards ....years .uk .dedicated card fraud unit .recovered ..stolen cards .171 arrests .estimates .saved .	3	Vanilla_Gradient	20	0
card fraud unit nets 36 000 cards .its .two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests .estimates it saved 65 	3	Vanilla_Gradient	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	Vanilla_Gradient	40	0
.fraud .nets .........uk ...fraud ............it ..	3	InputXGrad	5	0
.fraud .nets ....its ..years .uk s ..fraud .....stolen ......it saved .	3	InputXGrad	10	0
.fraud unit nets ...in its first .years the uk s dedicated card fraud unit has ...stolen .and .arrests ..it saved .	3	InputXGrad	20	0
card fraud unit nets 36 000 .in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen .and .arrests and estimates it saved 65 	3	InputXGrad	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	InputXGrad	40	0
card fraud unit ..........uk ..card ................	3	Integrated_Gradient	5	0
card fraud unit .....its ..years .uk .dedicated card fraud unit ..............	3	Integrated_Gradient	10	0
card fraud unit nets ...in its first .years .uk s dedicated card fraud unit has .....and ..and estimates it saved .	3	Integrated_Gradient	20	0
card fraud unit nets 36 000 .in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen .and 171 .and estimates it saved 65 	3	Integrated_Gradient	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	Integrated_Gradient	40	0
.fraud .nets .........uk ...fraud ............it ..	3	DeepLIFT	5	0
.fraud .nets ....its ..years .uk s ..fraud .........arrests ..it saved .	3	DeepLIFT	10	0
.fraud unit nets ...in its first .years the uk s dedicated .fraud unit has .36 .stolen .and .arrests ..it saved .	3	DeepLIFT	20	0
card fraud unit nets 36 000 .in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen .and .arrests and estimates it saved 65 	3	DeepLIFT	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	DeepLIFT	40	0
card ..........years ..s ............arrests ...saved .	3	LIME	5	0
card ..........years .uk s ......36 ...and .arrests and estimates .saved .	3	LIME	10	0
card ..nets .....first two years the uk s .card .unit .recovered 36 000 ..and .arrests and estimates it saved 65 	3	LIME	20	0
card .unit nets 36 000 cards .its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and .arrests and estimates it saved 65 	3	LIME	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	LIME	40	0
..........two .....card ..........arrests ..it .65 	3	Random	5	0
....36 000 ....two .....card .......cards .171 arrests ..it saved 65 	3	Random	10	0
card .unit .36 000 cards in ..two years the uk .dedicated card ....36 ..cards .171 arrests .estimates it saved 65 	3	Random	20	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit .recovered 36 000 .cards .171 arrests and estimates it saved 65 	3	Random	30	0
card fraud unit nets 36 000 cards in its first two years the uk s dedicated card fraud unit has recovered 36 000 stolen cards and 171 arrests and estimates it saved 65 	3	Random	40	0
group to propose new high - speed wireless format los angeles ( reuters ) - a group of technology companies including texas instruments inc . & lt ; tx ##n . n & gt ; , st ##mic ##ro ##ele ##ct ##ron ##ics & lt ; st ##m . pa & gt ; and broad ##com corp . & lt ; br ##cm . o & gt ; , on thursday said they will propose a new wireless networking standard up to 10 times the speed of the current generation .	3	N/A	All	N/A
......wireless ..........texas ................................wireless networking standard ..........	3	All_Attention	5	0
......wireless ..........texas instruments ..............and ..........said .will propose ..wireless networking standard ..........	3	All_Attention	10	0
group .propose ...wireless format .angeles .....companies .texas instruments ...tx .......pa ..and .corp ........said they will propose ..wireless networking standard .....speed ....	3	All_Attention	20	0
group .propose ...wireless format los angeles ..group ..companies including texas instruments ...tx .......pa & .and .corp & lt ......said they will propose .new wireless networking standard ...times .speed of ..generation 	3	All_Attention	30	1
group .propose new ..wireless format los angeles ..group ..companies including texas instruments ..lt tx .& ..& .st pa & .and broad corp & lt .o ....said they will propose a new wireless networking standard up ..times .speed of the .generation 	3	All_Attention	40	0
..propose new .....angeles .....................................propose a ..............	3	Last_Attention	5	0
