Text	Label	Saliency	Words	Correct
....how ...........this .......the ...across this unexpectedly well ...missed the ......does ........is .real .............adds ..................u ...............is .the more .even ..are ..faces .performances ..................the .......are .....characters ..........twists ..........an excellent .thriller ......genres .............hitchcock .	1	Integrated_Gradient	30	1
....how ...........this .......the ...across this unexpectedly well ...missed the ......does not .......is a real .............adds ....u .............u ...............is .the more .even ..are ..faces .performances .....the ......revealing .....the .the .....are ...well .characters .the ........twists ........makes .an excellent .thriller ....between .genres .............hitchcock .	1	Integrated_Gradient	40	1
..................................................me ......................................................the more ...........top .......................................................................and ......	1	DeepLIFT	5	1
.................................film ................me ....spine ...............................................is .the more ...........top ..................................................................thriller ...clue and ......	1	DeepLIFT	10	0
..............................unexpectedly ..film .......but ..not .this ...me ....spine .....................what ...........know .............is .the more ...........top ......with .................are .brought ................................switches ......thriller ...clue and ......	1	DeepLIFT	20	1
..............................unexpectedly ..film .......but ..not .this ...me ....spine ..........the ...to the .u do ..what ...........know ......what ......is .the more ...........top ......with ...............and .are .brought ................................switches ..genres ..suspense thriller ...clue and ..comparable ...	1	DeepLIFT	30	1
..............................unexpectedly ..film .......but ..not .this ...me ....spine ..........the ...to the .u do ..what .....because .....know ......what ......is .the more tense ..........top ..br the ..with ..just ...to ....the ...and .are .brought ............situations .......and .......thriller ...switches ..genres ..suspense thriller ...clue and ..comparable ...	1	DeepLIFT	40	0
..................................................................the ..............................................new ............................helpless ..................fast .............this .....................	1	LIME	5	0
...............................well ..................................the ..........what ...................................new .....class ..the ...................helpless ..................fast .............this ....................br 	1	LIME	10	0
...know ....unnoticed ......................well ...missed ..............................the ........not .what ........new .......killed ...............there ..new .....class br .the ...................helpless ................n .fast .............this .............clue ......br 	1	LIME	20	0
...know how ...unnoticed for ..................across ..well ...missed ...10 ............is ...........actors .the ........not .what ........new .......killed .........all ..tense ..there ..new .....class br .the ........gore ..........helpless ................n .fast .......makes .....this .............clue ......br 	1	LIME	30	0
...know how ..went unnoticed for .long br ...............across ..well ...missed ...10 ............is ...........actors .the ........not .what .....because ..new .......killed .........all ..tense ..there ..new .their ...class br .the .....just ..gore ..........helpless .....by .in ..br .....n .fast .movements .....makes .....this .............clue ......br 	1	LIME	40	0
...know .......................................................................................................tense ...........class .................the ...................................................clue .......	1	Random	5	0
...know ................i ...........................................................................what ..........tense ...are .......class ..............imagine ..the ...................................................clue ..undoubtedly ....	1	Random	10	1
...know ................i ..............missed .......................the .............u ........actors .....never .......what .....it ....tense ...are .......class ..............imagine ..the shock .....also ................fast ...........................clue ..undoubtedly .to ..	1	Random	20	0
...know .......long ........i ..............missed ...........film ..........br the ............effect u ........actors .they ...never ......or what .....it ....tense ...are .......class ....play .........imagine .rest the shock .....also ..........the .....fast ...........................clue ..undoubtedly .to hitchcock .	1	Random	30	0
i .t know .......long ........i .flipping ............missed ...........film .....a .spine ..br the .....in ......effect u .....expect ..actors .they ...never ......or what .....it ....tense ...are .......class ....play .your .......imagine .rest the shock ....are also ..........the .....fast ......................suspense ....clue ..undoubtedly .to hitchcock .	1	Random	40	0
one of my all - time favourite movies . nothing can beat watching this movie for the first time . if i could go back in time and erase my memory or suffer from momentary amnesia i would so i could enjoy this movie as much as i did that very first time . it ' s still enjoyable second and third times round but i found myself app ##re ##cia ##ting the humour more as the shocks and thrill ##s weren ' t unexpected . if you want a see a film that you truly won ' t be able to predict the ending of then i highly recommend this film . its chilling , shocking , full of suspense and there ' s also loads of humour to help you through it too . if you watch this film and don ' t love it i truly question your sanity !	1	N/A	All	N/A
......................................enjoy ..............enjoyable ...........humour ...............................recommend ..............humour .....................	1	All_Attention	5	1
.....favourite ................................enjoy ..............enjoyable .....but .....humour ........................predict ......recommend ..............humour ......if .......love ......	1	All_Attention	10	1
..my ..favourite movies nothing .beat .......if ..............amnesia .would ...enjoy ..............enjoyable .....but .....humour ................that .......predict ....i .recommend ..............humour ......if .......love ...question ..	1	All_Attention	20	1
..my ..favourite movies nothing .beat watching ......if ..............amnesia .would ...enjoy .........first ....enjoyable ...times .but .....humour more ........if ......that .......predict .ending ..i .recommend ..its chilling ...suspense ....loads .humour ......if .......love ...question ..	1	All_Attention	30	1
..my ..favourite movies nothing .beat watching ......if .......erase ......amnesia .would ...enjoy .........first ...still enjoyable second ..times round but .....humour more as .......if .want ...film that you ......predict .ending .then i .recommend ..its chilling ...suspense ....loads .humour ...through ..if .......love ...question ..	1	All_Attention	40	1
......movies ....................................................but .....humour .................................film .......................film ..........	1	Last_Attention	5	1
one .....movies ....................................................but .....humour ...............film ...............recommend .film .chilling ....................this film ..........	1	Last_Attention	10	1
one .my ...movies ....this movie ...........................movie ..................but ....the humour ...............film .............i .recommend this film its chilling ..........humour ........watch this film ..........	1	Last_Attention	20	1
one of my ...movies ....this movie ..........................this movie .........it s .......but ....the humour ...............film .............i .recommend this film its chilling ..of ...s also loads .humour ........watch this film ...love it .....	1	Last_Attention	30	1
one of my ..favourite movies ...watching this movie ..........................this movie .........it s .enjoyable .....but ....the humour ...............film ..........ending ..i highly recommend this film its chilling .full of .and .s also loads of humour ....it ...watch this film ...love it ..question ..	1	Last_Attention	40	1
.....................................................enjoyable ...........................................recommend ...chilling .............................question .sanity 	1	Vanilla_Gradient	5	1
.....................................................enjoyable ...........humour ..............................highly recommend ...chilling ........loads .humour .................truly question .sanity 	1	Vanilla_Gradient	10	1
.....favourite ..........................amnesia ....................enjoyable ...........humour ...shocks ....unexpected ....................i highly recommend ...chilling shocking ..suspense ....loads .humour ..............love .i truly question your sanity 	1	Vanilla_Gradient	20	1
.....favourite movies .........................amnesia ....................enjoyable ...........humour more ..shocks ....unexpected ...............predict ...then i highly recommend this film its chilling shocking ..suspense ....loads .humour ......if .watch ....t love .i truly question your sanity 	1	Vanilla_Gradient	30	1
..my ..favourite movies .........................amnesia .....enjoy .............still enjoyable ...........humour more ..shocks .thrill ..unexpected ...............predict .ending .then i highly recommend this film its chilling shocking ..suspense ...also loads .humour ...through ..if .watch ..and don t love it i truly question your sanity 	1	Vanilla_Gradient	40	1
.................................................................................................recommend this .....of ....also .of ......................	1	InputXGrad	5	1
.....favourite ....................................................round .............................able ........recommend this film ....of ....also .of .............don ........	1	InputXGrad	10	1
.....favourite movies ...................................................round ......humour ....and ..........film ..truly ...able ..the .....recommend this film ....of suspense ...also .of .........watch this ..don t .......	1	InputXGrad	20	1
.of ..time favourite movies ........................momentary .....................enjoyable .and ..round .....the humour ....and ..........film ..truly won ..able ..the .....recommend this film ....of suspense and ..also .of .to .......watch this ..don t ....question ..	1	InputXGrad	30	1
.of ..time favourite movies .....movie ..................momentary ...so .could ..movie .much ........s .enjoyable .and third .round .....the humour ....and ...unexpected ......film ..truly won ..able to .the .of ...recommend this film ....of suspense and ..also .of .to .......watch this ..don t ....question ..	1	InputXGrad	40	1
.....................................................enjoyable ..........................................highly recommend .......suspense ......humour .....................	1	Integrated_Gradient	5	1
.....favourite ...............................................enjoyable ..........................................highly recommend this film ...full .suspense ...also ..humour .....................	1	Integrated_Gradient	10	1
.....favourite ..can .....the ....................so ..enjoy this .............enjoyable .......found ...................film ..............highly recommend this film its ..full .suspense ...also loads .humour .....too ...............	1	Integrated_Gradient	20	1
.....favourite movies .can .watching ...the ....................so ..enjoy this .as ...........enjoyable .......found .app .......thrill .........film ..............highly recommend this film its chilling .full .suspense ...also loads of humour to ....too if .......love ......	1	Integrated_Gradient	30	1
.....favourite movies .can .watching this ..the first ......in ......suffer ....would so ..enjoy this .as .....very first ....enjoyable ...times ...found .app ..more ....thrill .........film ..............highly recommend this film its chilling .full .suspense and ..also loads of humour to ....too if .......love ......	1	Integrated_Gradient	40	1
.................................................................................................recommend this film .........also .of ......................	1	DeepLIFT	5	1
.................................................................humour ...............film ......able ........recommend this film ....of ....also .of ..............t .......	1	DeepLIFT	10	1
.....favourite movies ........................momentary ..........................round ......humour ....and ..........film ..truly ...able ..the .....recommend this film ....of suspense ...also .of humour to ............t .......	1	DeepLIFT	20	1
....time favourite movies ........................momentary ..would so ....movie ...............third .round ......humour ....and ..........film ..truly won ..able ..the ....highly recommend this film its ...of suspense ...also .of humour to ........this ..don t .......	1	DeepLIFT	30	1
.of ..time favourite movies .....movie ....if .............momentary ..would so ..enjoy .movie ..............and third .round .....the humour ....and ..........film ..truly won ..able to .the ....highly recommend this film its ...of suspense and ..also .of humour to .......watch this .and don t .......	1	DeepLIFT	40	1
..................i ...........from ...would ........as ..............round ...........................................................................	1	LIME	5	1
..........watching .movie .....i ...........from momentary ..would ........as .............times round .............................able .............................................	1	LIME	10	0
.....favourite ....watching .movie .....i ...........from momentary ..would ........as ........still ....times round ..found ...humour .................you .won ..able ..................there s ...............and ....i ....	1	LIME	20	1
...all .favourite ....watching .movie .....i could ..........from momentary ..would ........as i .......still ....times round ..found myself ..humour ..........you ......you .won ..able ..........film .......there s ..of .....it .....film and ...it i ....	1	LIME	30	1
...all .favourite ....watching .movie .....i could go ......memory ..from momentary ..would ........as i ..very ..it .still ....times round ..found myself ..humour ........unexpected .you ......you .won ..able to predict ........film ...full ...there s ..of .....it too ....film and ...it i ..your .	1	LIME	40	1
.......................................................and ......myself .........................able .predict ...then .......................................	1	Random	5	0
......movies .......................................that ........and ......myself .........................able .predict ...then .................humour ......if ...film ..........	1	Random	10	1
.of ....movies ...watching ...................................that ......enjoyable .and ......myself app .....shocks ..................able .predict ...then .highly ...............humour to .....if you watch .film ...love ......	1	Random	20	1
.of my ...movies ...watching ..for ...............................did that ....s .enjoyable .and .times ....myself app ....the shocks .......want .......won ..able .predict ...then .highly .this .............humour to .....if you watch .film ...love ..truly ...	1	Random	30	1
.of my ...movies ...watching ..for .....could ..in ...my ..suffer ......i ..this .....did that ....s .enjoyable .and .times ....myself app ....the shocks .......want .......won ..able .predict ...then .highly .this .its chilling ..........humour to ..through ..if you watch .film ...love ..truly question ..	1	Random	40	1
this is , without doubt , one of my favourite horror films ever ! i really cannot believe that it didn ' t gain much more popularity when it was released , especially when the main contenders at the time were the usual wes craven sequels and copy ##cat horrors , mute witness has all the style , suspense and quick ##fire plot twists of a hitchcock / de ##pal ##ma movie , coupled with some very sharp black comedy and a great plot . it never promises to be any more than a good popcorn - and - hot - dog movie , but it is difficult not to just enjoy the film for what it is . < br / > < br / > the plot centres on billie hughes - a mute girl working on the set of a horror film being made in a russian factory . by a series of events , she finds herself accidentally locked in , and stumble ##s on the filming of a s ##nu ##ff movie . < br / > < br / > one of the best things about the film is the lack of screaming that seems to invade every horror film ever made . as the main character is mute , she cannot make a noise - something which is a blessing at some stages of the movie , and a curse in others . < br / > < br / > the director seems to have studied his hitchcock very well , even the opening scene is a tongue - in - cheek nod to both hitchcock ' s " psycho " as well as fairly generic slash ##er movie scenes . < br / > < br / > while the acting can be ham ##my at times , the whole film does hold it together , not only throwing in a couple of excellent scenes that put you right on the edge of your seat , but a few neat little questions about how the film is going to end . < br / > < br / > all in all , a hugely overlooked , well - paced and action packed psycho - thriller which i would recommend for any jade ##d viewer looking for something a little different from the usual freddy / jason / scream / michael myers / damien reg ##urg ##itation ' s at hall ##owe ' en .	1	N/A	All	N/A
.......favourite horror .....................................has ..............................................enjoy ........................................................best .....................................................	1	All_Attention	5	1
.......favourite horror ......................contenders ..............has ..............................................enjoy ...........................................stumble ............best ........screaming ................cannot .......blessing ...................	1	All_Attention	10	1
......my favourite horror ...................when ..contenders ........sequels .....has ...................comedy .....never promises ...............difficult ...enjoy ...........................................stumble ..filming .........best ......lack .screaming ................cannot .......blessing ........curse ..........	1	All_Attention	20	1
......my favourite horror films ever ...........popularity when ....when ..contenders .....usual ..sequels .....has all .........hitchcock ..coupled .....comedy .....never promises ...............difficult ...enjoy ...........................................stumble ..filming .........best ......lack .screaming .seems ..............cannot ...something ...blessing ........curse ..........	1	All_Attention	30	1
this ..doubt ..my favourite horror films ever ...believe .......popularity when ....when ..contenders .....usual ..sequels .....has all .........hitchcock ..coupled .....comedy ..great ..never promises ......good ........difficult ...enjoy ...............mute ...............by .......accidentally ...stumble ..filming .........best ......lack .screaming .seems ..every horror ..........cannot ...something ...blessing ........curse ..........	1	All_Attention	40	1
this .......horror films ....................................has all ............................................................................................................................................................	1	Last_Attention	5	0
this .......horror films ever ...................................has all ....................a great .........................................................................................screaming .....horror ......................................	1	Last_Attention	10	1
this ...one ...horror films ever ...................................has all ...and .....hitchcock ..........a great ..never ................difficult .....film ...is ......................a ..................................lack .screaming .....horror ..................................seems ...	1	Last_Attention	20	1
this is ..one ...horror films ever ...................................has all the ..and .....hitchcock ....some ...comedy .a great ..never .......good ........difficult ...enjoy the film ...is .....................in a ............in .....................lack .screaming .....horror .........she ........................seems ...	1	Last_Attention	30	1
this is ..one .my .horror films ever .....it .............................has all the ..and .....hitchcock ....some ...comedy .a great ..never .......good ........difficult ...enjoy the film .what it is .......hughes .mute ...........in a russian ..........locked in .......s .............lack .screaming .....horror ........mute she ........................seems ...	1	Last_Attention	40	1
........horror ........................................................black comedy ......promises ...................enjoy ..............................................................................................................	1	Vanilla_Gradient	5	1
.......favourite horror .........................................suspense .............sharp black comedy .....never promises ...............difficult ...enjoy ..............................................................................................................	1	Vanilla_Gradient	10	1
...doubt ...favourite horror ..................................horrors .witness ....suspense .........coupled ...sharp black comedy ...plot .never promises ...............difficult not ..enjoy ............billie hughes ...................................................screaming .....horror ......................................	1	Vanilla_Gradient	20	0
...doubt ...favourite horror films ................................copy horrors mute witness .all ..suspense ......hitchcock ..coupled ...sharp black comedy ..great plot .never promises .......popcorn .......difficult not to just enjoy .........plot ..billie hughes ...................................................screaming .....horror ......................................	1	Vanilla_Gradient	30	0
..without doubt ..my favourite horror films ..............................sequels .copy horrors mute witness has all .style suspense ......hitchcock ..coupled ..very sharp black comedy ..great plot .never promises to ......popcorn .......difficult not to just enjoy ...what .....plot ..billie hughes .........horror .......................................lack .screaming .....horror ......................................	1	Vanilla_Gradient	40	1
.........films ..............................................................never ................difficult not ....film ............................................................................................................	1	InputXGrad	5	0
.........films ...........................................plot ..................never ..be ............is difficult not ....film ..it ..................horror ......................................................................................	1	InputXGrad	10	0
.........films ............................wes ..............plot .of ............a ...never ..be .more ..........is difficult not ....film ..it ..................horror .......by .......accidentally .in .............the .....is ..................................movie .............	1	InputXGrad	20	0
.........films ................released ...........wes ..............plot .of ............a ...never ..be .more ......dog ...is difficult not ....film ..it ...the plot .............horror .......by .......accidentally .in .............the ....film is .......invade ..film .......................movie .a ...br ...seems ...	1	InputXGrad	30	0
.........films .....that ..........released .......time ...wes ..............plot .of ..........comedy .a ...never ..be .more ......dog ...is difficult not ....film ..it .br .the plot .............horror .....russian .by a ......accidentally .in .............the ..about .film is ..of ....invade ..film .made ...character .................movie .a ...br ...seems ...	1	InputXGrad	40	0
.......favourite ..ever ..........................................................great ......................just enjoy ..............................................................................................................	1	Integrated_Gradient	5	1
.......favourite ..ever .......................................suspense ..................great ................but ...not .just enjoy .....is ...............................finds ........................................................................	1	Integrated_Gradient	10	1
.is ...of my favourite .films ever .really .........popularity ...........................suspense ...twists .....coupled ........great ................but ...not .just enjoy ....it is .br .............................finds ........................................................................	1	Integrated_Gradient	20	1
this is ...of my favourite .films ever .really cannot ........popularity .............the .............suspense ...twists .....coupled ........great ................but ...not .just enjoy .film for .it is br br ..centres ..........................finds .................the best ............................noise ........................	1	Integrated_Gradient	30	1
this is without ..of my favourite .films ever .really cannot ........popularity ....especially .....the ..the .............suspense ...twists .....coupled ........great ................but ...not .just enjoy .film for what it is br br ..centres ......................series ...finds .....stumble ...........the best ....is .......invade ...............noise ....blessing ..stages ................	1	Integrated_Gradient	40	1
........................................................................never ...............is difficult not ....film ............................................................................................................	1	DeepLIFT	5	0
.........films ...........................................plot ..................never ..be ............is difficult not ....film ..it ...........................................................................................movie .............	1	DeepLIFT	10	0
.........films ............................wes ..............plot .of ............a ...never ..be ............is difficult not ....film ..it ..................horror .......by .......accidentally .in ..................film is ..........film .......................movie .............	1	DeepLIFT	20	0
.........films ............popularity ...released ...........wes ..............plot .of ............a ...never ..be .more ...popcorn ......is difficult not ....film ..it ....plot ..billie ..........horror .......by .series .....accidentally .in .............the ....film is .....seems ....film .......................movie .a ...........	1	DeepLIFT	30	0
.........films ............popularity ...released ...........wes ..........style ...plot .of ............a ...never ..be .more ...popcorn ..dog ...is difficult not ....film ..it ...the plot ..billie ..........horror .....russian .by a series .....accidentally .in ........movie ....the ..about .film is ..of ..seems .invade ..film .......................movie .a .......seems ...	1	DeepLIFT	40	1
............really ...............when ...................................................................................................of ........................................as ...........................br ......	1	LIME	5	0
............really ...............when ...........sequels ...........................................................................a ...........of .........on .........of ....................as ...........................br ...to ..	1	LIME	10	0
..........ever i really .believe ......more ......when ...........sequels ............plot .......................................................mute ......a .film .........of .she ....in ..on .........of ............seems .......as ...........................br ...to ..	1	LIME	20	1
....one ..favourite ..ever i really .believe ......more .when ....when the ..........sequels ............plot ..............................dog ........................mute ...the set .a .film .........of .she ..accidentally locked in ..on .........of the ...........seems .......as ...........................br ...to ..	1	LIME	30	1
this ...one ..favourite horror .ever i really .believe that .....more .when ....when the ..........sequels ............plot ..............................dog ......to .......is .........mute ...the set .a .film .........of .she finds .accidentally locked in ..on .........of the ...........seems .......as the ...mute she ....................br br ...to ..	1	LIME	40	0
.is .....................................................................................................................being ...........finds .......................................main ..................movie .............	1	Random	5	0
.is .....................................................................................................................being ..a ........finds .......................................main ..................movie and .curse .others .......studied 	1	Random	10	1
.is ......horror ................was ......................the ...quick ..............and ............................for .............girl ........being ..a ........finds .....................the ............film ....main .............at ....movie and .curse .others .......studied 	1	Random	20	0
.is ......horror ...............it was ......................the ...quick plot .............and ........any ......hot ............for .............girl ........being ..a ..by .....finds .accidentally ............br ......the ........to ...film .made ..main ...........a .at ....movie and .curse .others .......studied 	1	Random	30	0
.is ......horror ...really ...........it was ........time ...wes .....mute ...the ...quick plot ...hitchcock .........and ........any ...good ..hot ...........film for .............girl ..the .....being ..a ..by .....finds .accidentally ............br ......the ........to invade ..film .made ..main .........which .a .at ....movie and .curse .others .......studied 	1	Random	40	0
the plot is somewhat original , and all the actors did their job pretty well . there is a plenty of comic relief , too . some things do not make a lot of sense ( e . g . the first " chase " scene , why would the heroine not just hide somewhere and wait until the bad ##dies leave ? ) . the russians actually speak russian without accent , but the cars are extremely strange , with models spanning like 50 years , and so the place seems weird ##ly out of time . overall , if you like thriller ##s you will probably like this one as well .	1	N/A	All	N/A
........actors ....................of ....first ............................strange ...................thriller ........	1	All_Attention	5	0
........actors ........plenty .comic relief .some ......of ....first .....heroine ......................strange ...................thriller ........	1	All_Attention	10	0
.plot .somewhat original .all .actors did .......plenty .comic relief .some ......of sense ...first .....heroine ...................cars ..strange .models ........seems ........thriller ...like ....	1	All_Attention	20	1
.plot .somewhat original .all .actors did .......plenty .comic relief .some ..not ...of sense ..the first chase .why would .heroine ...........russians .speak .....cars ..strange with models .......place seems .....if ..thriller ...like ....	1	All_Attention	30	0
the plot is somewhat original .all .actors did .job .....plenty .comic relief too some things .not ...of sense ..the first chase scene why would .heroine ..hide ........russians .speak ...but .cars ..strange with models .....so .place seems .....if .like thriller ...like ....	1	All_Attention	40	1
the plot is ..........................of ..........heroine ...................................................	1	Last_Attention	5	0
the plot is ..and ..actors ....................of ....first .....heroine ......................strange .......so ....................	1	Last_Attention	10	0
the plot is ..and all .actors ..job pretty .there is ...comic .........of ...the first .....heroine ......................strange .......so ..seems ........thriller ....this ...	1	Last_Attention	20	1
the plot is somewhat original and all the actors did .job pretty well there is .plenty .comic relief ........of ...the first .scene ...heroine ..................the ...strange .......so ..seems ........thriller ....this ..well 	1	Last_Attention	30	1
the plot is somewhat original and all the actors did .job pretty well there is a plenty .comic relief ...do ....of ...the first .scene ...heroine .just ........the .actually ....but the ...strange ..spanning ....so ..seems weird ...overall if ..thriller ....this ..well 	1	Last_Attention	40	1
...somewhat .............plenty .comic relief ..........................................................overall ............	1	Vanilla_Gradient	5	1
...somewhat original ............plenty .comic relief .........sense ..........................................place .weird ...overall ...thriller ........	1	Vanilla_Gradient	10	1
.plot .somewhat original ...actors ...pretty ....plenty .comic relief .some ..not ....sense .....................russians ............models .......place seems weird out .time overall ...thriller ........	1	Vanilla_Gradient	20	0
.plot .somewhat original ...actors ...pretty well ...plenty .comic relief too some things do not make ...sense .....................russians .......cars .extremely strange .models .....so .place seems weird out .time overall ...thriller ..probably .....	1	Vanilla_Gradient	30	0
.plot .somewhat original ...actors ..job pretty well ...plenty .comic relief too some things do not make .lot .sense .........heroine ...........russians .speak ..accent ..cars .extremely strange .models spanning ....so .place seems weird out of time overall ..like thriller .will probably like ....	1	Vanilla_Gradient	40	1
.........................not ................................................seems weird .....you .thriller ........	1	InputXGrad	5	0
..is ................comic .....not ...........................................years ....seems weird .of .overall .you .thriller ........	1	InputXGrad	10	0
..is .original .....their ........comic .....not make ...sense .g ..................the .........are ...models ...years ....seems weird .of .overall .you .thriller you will ......	1	InputXGrad	20	1
..is .original .....their .......of comic ....do not make ...sense .g ......the ...........the .actually .......are extremely strange .models ..50 years ....seems weird out of .overall .you .thriller you will ..this ..well 	1	InputXGrad	30	0
..is .original .all ...their .....a .of comic ....do not make a ..sense .g ..chase ...the .......until ...the .actually .......are extremely strange .models spanning .50 years ..the .seems weird out of time overall .you .thriller you will probably .this one .well 	1	InputXGrad	40	1
.................plenty ..................................russians .............spanning ........weird .......thriller ........	1	Integrated_Gradient	5	0
.........did .......plenty .................................the russians .........extremely ...spanning ..years .....weird .......thriller .will ......	1	Integrated_Gradient	10	0
..is ......did .......plenty ...too ...not .........................the russians .speak ...but ..are extremely ...spanning .50 years .....weird .of .overall ...thriller .will .....well 	1	Integrated_Gradient	20	1
..is ......did ...well .is .plenty ...too .things do not .....e g ......the ........the ..the russians .speak ...but ..are extremely ..models spanning .50 years ....seems weird .of .overall ...thriller .will .....well 	1	Integrated_Gradient	30	0
..is ......did ...well .is .plenty ...too .things do not .a ...e g the ...why .the heroine ......until the .leave the russians .speak russian .accent but .cars are extremely ..models spanning .50 years ....seems weird .of time overall ...thriller .will .....well 	1	Integrated_Gradient	40	0
.........................not ................................................seems weird .....you .thriller ........	1	DeepLIFT	5	0
..is ................comic .....not ...........................................years ....seems weird .of .overall .you .thriller ........	1	DeepLIFT	10	0
..is .original .....their ........comic .....not make ...sense ....................the .actually .......are ...models ...years ....seems weird .of .overall .you .thriller you will ......	1	DeepLIFT	20	0
..is .original .....their ........comic ....do not make ...sense .g ......the .......until ...the .actually .......are extremely strange .models ..50 years ....seems weird out of .overall .you .thriller you will ..this ..well 	1	DeepLIFT	30	0
..is .original .all ...their .....a .of comic ....do not make a ..sense .g ..chase ...the .......until ...the .actually .......are extremely strange .models spanning .50 years ..the .seems weird out of time overall .you .thriller you will probably .this one .well 	1	DeepLIFT	40	1
................a ...........lot ..................................strange .......so .......overall ............	1	LIME	5	0
...........job ....a .of .........lot ................and ...............are .strange .......so .......overall ...thriller ........	1	LIME	10	0
.plot .........job pretty ...a .of ........a lot of ...........not ...and wait .the ........accent ...are .strange ......and so .......overall if ..thriller ........	1	LIME	20	0
.plot ...and ....their job pretty ..is a .of ..too .....a lot of .........the .not ...and wait until the .leave .russians ....accent ...are .strange ......and so .......overall if ..thriller .will .like ....	1	LIME	30	1
.plot ..original and all the ..their job pretty ..is a plenty of .relief too .....a lot of .e .the ...why .the .not ...and wait until the .leave .russians ....accent ..cars are .strange ......and so .......overall if ..thriller .will .like ..as .	1	LIME	40	1
.plot ......................do ..........................the ..speak ..accent ..................................	1	Random	5	0
.plot ......................do .make ........chase ....heroine ..........the ..speak ..accent .........like ......................as .	1	Random	10	1
.plot is .original ..............comic ....do .make a .......chase scene ...heroine ..........the ..speak .without accent but ....strange ...like ............if ..thriller ......as .	1	Random	20	0
.plot is .original and ............of comic ..some .do .make a .....the .chase scene ...heroine .just ...wait ..bad .the russians .speak .without accent but ...extremely strange ..spanning like ............if ..thriller ......as .	1	Random	30	0
.plot is .original and ............of comic .too some .do .make a .of .e .the .chase scene ...heroine .just hide ..wait until .bad .the russians .speak .without accent but ...extremely strange .models spanning like ..and so ....out ...if ..thriller ..probably ...as .	1	Random	40	0
i ' ve waited 9 years to watch this film , simply because i never saw it advertised on tv . eventually i caught it and it was well worth the wait . it ' s much better than your over - h ##ype ##d scream or last summer garbage because it ' s all at a fairly quick pace , with no drawn out , creeping through the house to che ##es ##y music scenes . only the bad dub ##bing lets it down a little but don ' t let that put you off in any way . what lies beneath - over h ##ype ##d and crap . mute witness - low budget , not h ##ype ##d at all and very good .	1	N/A	All	N/A
........film ...........caught ...........better ........................................................crap ..........good 	1	All_Attention	5	1
..waited .....film ...........caught .....worth .....better .your ..........all ....pace ......................................crap ..........good 	1	All_Attention	10	1
..waited .....film ......advertised ....caught .....worth .....better than your ..scream or ...because ..all ...quick pace .no ..creeping ...to ...only .........................crap ..........good 	1	All_Attention	20	1
..waited .....film ......advertised ..eventually .caught .....worth .....better than your ..scream or ...because it .all ...quick pace .no ..creeping ..house to ..scenes only ...lets ....but ..........what ..over ..crap .witness .budget ......good 	1	All_Attention	30	1
i .waited ...watch .film ......advertised ..eventually i caught .....worth .wait ...better than your ..scream or ...because it s all at ..quick pace with no drawn .creeping ..house to ..scenes only ...lets ....but ..........what ..over .and crap .witness .budget not .....good 	1	All_Attention	40	1
........film ..................the ....better ............all ...........................................crap ...........	1	Last_Attention	5	0
...9 ...this film ..................the ....better ..........it .all ..........................................and crap ..........good 	1	Last_Attention	10	1
...9 ..watch this film .................worth the .it ..better ..........it .all ...quick pace with no ..............................what ....and crap .witness low .......good 	1	Last_Attention	20	1
...9 ..watch this film simply ..........caught it ....worth the wait it ..better .your ........it s all at ..quick pace with no ..............................what ....and crap .witness low budget not ...and .good 	1	Last_Attention	30	1
i ..9 ..watch this film simply ..........caught it .it .well worth the wait it s .better .your ..scream or ....it s all at .fairly quick pace with no ....................don .........what ..over .and crap mute witness low budget not ...and .good 	1	Last_Attention	40	1
.......................................................creeping .................................crap mute witness ........good 	1	Vanilla_Gradient	5	1
.....................................................drawn .creeping .............................beneath over ..crap mute witness .budget .....very good 	1	Vanilla_Gradient	10	1
................................better .................pace .no drawn out creeping ...........................what lies beneath over .and crap mute witness low budget not ...and very good 	1	Vanilla_Gradient	20	1
...............advertised ..........worth .wait ...better ...............fairly .pace with no drawn out creeping ..house ...scenes ..bad .................what lies beneath over h and crap mute witness low budget not h ..and very good 	1	Vanilla_Gradient	30	0
..waited .....film ......advertised ..eventually .caught .....worth .wait ...better than ...scream ...garbage ......fairly quick pace with no drawn out creeping through .house ...scenes ..bad dub ................what lies beneath over h and crap mute witness low budget not h ..and very good 	1	Vanilla_Gradient	40	1
......................................................out ................................h ..mute witness ......and ..	1	InputXGrad	5	0
...................................over h ............quick ....out .........the ..................what ...h ..mute witness ......and ..	1	InputXGrad	10	0
..........................worth ........over h scream ..........fairly quick pace ...out ....to .music ..the ...............in any .what lies ..h ..mute witness ......and very .	1	InputXGrad	20	1
..waited ...watch ...................worth ........over h scream .last ...it ...a fairly quick pace with ..out ....to .music ..the .....a ......put you .in any .what lies ..h ..mute witness ..not ...and very .	1	InputXGrad	30	1
..waited ...watch ...................worth the ..s ...your over h scream .last ...it ...a fairly quick pace with ..out ...house to che music scenes .the bad ...down a .but ....put you .in any way what lies ..h ..mute witness ..not ...and very .	1	InputXGrad	40	1
..waited ...watch ...................worth .......................................................................and very .	1	Integrated_Gradient	5	0
..waited ...watch ..................well worth .....better than .................................lets .................beneath ............and very .	1	Integrated_Gradient	10	1
..waited .years .watch ...because ..............well worth the ....better than ...........all .......drawn ......che ......lets ................lies beneath .h ..mute witness ......and very .	1	Integrated_Gradient	20	1
